Id,States,Rainfall,Ground Water,Temperature,Soil type,Season,Crops,Fertilisers required,Cost of cultivation,Expected revenues,Quantity of seeds per hectare,Duration of cultivation,Demand of crop,Crops for mixed cropping
664,Gujarat,115.7,35,31,Alluvial,Kharif,Paddy IGKVR-1 (IET 19569),"Potassium,Urea",22810,63851.8391,25kg,105-122,High,"Gram, Groundnut"
665,Rajasthan,48.8,32,31,Clayey,Kharif,Paddy IGKVR-1 (IET 19569),"Potassium,Urea",22810,63851.8391,25kg,105-122,High,"Gram, Groundnut"
666,Rajasthan,48.8,32,31,Alluvial,Kharif,Paddy IGKVR-1 (IET 19569),"Potassium,Urea",22810,63851.8391,25kg,105-122,High,"Gram, Groundnut"
667,Gujarat,115.7,35,20.5,Clayey,rabi,Onion,NPK,77850,"1,00,000",15kg,80-150,High,Cabbage
668,Gujarat,115.7,35,20.5,Alluvial,rabi,Onion,NPK,77850,"1,00,000",15kg,80-150,High,Cabbage
669,Gujarat,115.7,35,20.5,Black,rabi,Onion,NPK,77850,"1,00,000",15kg,80-150,High,Cabbage
670,Rajasthan,48.8,32,20.5,Clayey,rabi,Onion,NPK,77850,"1,00,000",15kg,80-150,High,Cabbage
671,Rajasthan,48.8,32,20.5,Alluvial,rabi,Onion,NPK,77850,"1,00,000",15kg,80-150,High,Cabbage
672,Rajasthan,48.8,32,20.5,Black,rabi,Onion,NPK,77850,"1,00,000",15kg,80-150,High,Cabbage
673,Haryana,47.5,15,22.5,Alluvial,Kharif,Cotton CNH012,NPK,28286,"63,000",3kg,80-150,High,"Lentil, Gram, pea"
674,Manipur,148.8,4,22.5,Alluvial,Kharif,Cotton CNH012,NPK,28286,"63,000",3kg,80-150,High,"Lentil, Gram, pea"
675,Sikkim,299.5,50,22.5,Alluvial,Kharif,Cotton CNH012,NPK,28286,"63,000",3kg,80-150,High,"Lentil, Gram, pea"
676,Andaman and Nicobar Island,277,3.5,22.5,Alluvial,Kharif,Cotton CNH012,NPK,28286,"63,000",3kg,80-150,High,"Lentil, Gram, pea"
677,Haryana,47.5,15,23,Alluvial,Kharif,Cotton CICR-3 (CISA 614),NPK,28286,"63,000",3kg,105-120,High,"Lentil, Gram, pea"
678,Manipur,148.8,4,23,Alluvial,Kharif,Cotton CICR-3 (CISA 614),NPK,28286,"63,000",3kg,105-120,High,"Lentil, Gram, pea"
679,Andaman and Nicobar Island,277,3.5,23,Alluvial,Kharif,Cotton CICR-3 (CISA 614),NPK,28286,"63,000",3kg,105-120,High,"Lentil, Gram, pea"
680,Haryana,47.5,15,30,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
681,Haryana,47.5,15,30,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
682,Himachal Pradesh,127.5,22,30.5,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
683,Himachal Pradesh,127.5,22,30.5,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
684,Karnataka,121.4,22,30,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
685,Karnataka,121.4,22,30,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
686,Kerela,315.7,20,30,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
687,Kerela,315.7,20,30,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
688,Maharashtra,246,3.2,30,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
689,Maharashtra,246,3.2,30,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
690,Meghalaya,117.5,4,30,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
691,Meghalaya,117.5,4,30,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
692,Punjab,60,8.9,30,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
693,Rajasthan,48.8,32,30,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
694,Tamil Nadu,145,16.67,30,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
695,Tamil Nadu,145,16.67,30,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
696,Telangana,87.5,8,30,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
697,Telangana,87.5,8,30,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
698,Tripura,238.5,6.7,30,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
699,Tripura,238.5,6.7,30,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
700,Uttar Pradesh,134.65,6,30,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
701,Uttar Pradesh,134.65,6,30,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
702,West Bengal,250,9,30,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
703,West Bengal,250,9,30,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
704,Dadra Nagar Haveli and Daman and Diu,89,2,30,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
705,Dadra Nagar Haveli and Daman and Diu,89,2,30,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
706,Delhi,90,6.7,30,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
707,Delhi,90,6.7,30,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
708,Jammu and Kashmir,111.5,17,30,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
709,Jammu and Kashmir,111.5,17,30,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
710,Pudducherry,137.5,12.3,30,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
711,Pudducherry,137.5,12.3,30,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
712,Ladakh,15,22.3,30,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
713,Ladakh,15,22.3,30,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
714,Himachal Pradesh,127.5,22,15,Alluvial,rabi,Flax,"NPK,Sulfur",,,35kg,120-140,Moderate,"Linseed, Legumes"
715,Meghalaya,117.5,4,15,Alluvial,rabi,Flax,"NPK,Sulfur",,,35kg,120-140,Moderate,"Linseed, Legumes"
716,Tamil Nadu,145,16.67,15,Alluvial,rabi,Flax,"NPK,Sulfur",,,35kg,120-140,Moderate,"Linseed, Legumes"
717,Delhi,90,6.7,15,Alluvial,rabi,Flax,"NPK,Sulfur",,,35kg,120-140,Moderate,"Linseed, Legumes"
718,Himachal Pradesh,127.5,22,17.5,Alluvial,rabi,Barley BH-902,NPK,12000,43500,,60-70,Moderate,Wheat
719,Himachal Pradesh,127.5,22,28.5,Alluvial,rabi,Sunflower,"Calcium,Sulfur",21000,90739.71847,9kg,90-100,High,"Groundnut, Maize"
720,Himachal Pradesh,127.5,22,28.5,Black,rabi,Sunflower,"Calcium,Sulfur",21000,90739.71847,9kg,90-100,High,"Groundnut, Maize"
721,Jharkhand,121.4,12,28.5,Alluvial,rabi,Sunflower,"Calcium,Sulfur",21000,90739.71847,9kg,90-100,High,"Groundnut, Maize"
722,Jharkhand,121.4,12,28.5,Black,rabi,Sunflower,"Calcium,Sulfur",21000,90739.71847,9kg,90-100,High,"Groundnut, Maize"
723,Madhya Pradesh,235.5,22,28.5,Alluvial,rabi,Sunflower,"Calcium,Sulfur",21000,90739.71847,9kg,90-100,High,"Groundnut, Maize"
724,Madhya Pradesh,235.5,22,28.5,Black,rabi,Sunflower,"Calcium,Sulfur",21000,90739.71847,9kg,90-100,High,"Groundnut, Maize"
725,Mizoram,257,8,28.5,Alluvial,rabi,Sunflower,"Calcium,Sulfur",21000,90739.71847,9kg,90-100,High,"Groundnut, Maize"
726,Mizoram,257,8,28.5,Black,rabi,Sunflower,"Calcium,Sulfur",21000,90739.71847,9kg,90-100,High,"Groundnut, Maize"
727,Punjab,60,8.9,28.5,Alluvial,rabi,Sunflower,"Calcium,Sulfur",21000,90739.71847,9kg,90-100,High,"Groundnut, Maize"
728,Punjab,60,8.9,28.5,Black,rabi,Sunflower,"Calcium,Sulfur",21000,90739.71847,9kg,90-100,High,"Groundnut, Maize"
729,Jharkhand,121.4,12,21.5,Alluvial,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
730,Jharkhand,121.4,12,21.5,Black,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
731,Madhya Pradesh,235.5,22,21.5,Alluvial,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
732,Madhya Pradesh,235.5,22,21.5,Black,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
733,Punjab,60,8.9,21.5,Alluvial,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
734,Punjab,60,8.9,21.5,Black,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
735,Telangana,87.5,8,21.5,Alluvial,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
736,Telangana,87.5,8,21.5,Black,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
737,Uttar Pradesh,134.65,6,21.5,Alluvial,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
738,Uttar Pradesh,134.65,6,21.5,Black,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
739,Jammu and Kashmir,111.5,17,21.5,Alluvial,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
740,Jammu and Kashmir,111.5,17,21.5,Black,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
741,Jharkhand,121.4,12,25,Black,Kharif,Groundnut Girnar - 3 (PBS 12160),"Superphosphate,Potassium",22507,100177.469,40kg,175-180,High,"Maize, Sunflower, Oilseed"
742,Punjab,60,8.9,25,Black,Kharif,Groundnut Girnar - 3 (PBS 12160),"Superphosphate,Potassium",22507,100177.469,40kg,175-180,High,"Maize, Sunflower, Oilseed"
743,Telangana,87.5,8,25,Black,Kharif,Groundnut Girnar - 3 (PBS 12160),"Superphosphate,Potassium",22507,100177.469,40kg,175-180,High,"Maize, Sunflower, Oilseed"
744,Pudducherry,137.5,12.3,25,Black,Kharif,Groundnut Girnar - 3 (PBS 12160),"Superphosphate,Potassium",22507,100177.469,40kg,175-180,High,"Maize, Sunflower, Oilseed"
745,Kerela,315.7,20,31.5,Alluvial,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
746,Kerela,315.7,20,31.5,Sandy,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
747,Kerela,315.7,20,31.5,Black,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
748,Mizoram,257,8,31.5,Alluvial,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
749,Mizoram,257,8,31.5,Sandy,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
750,Mizoram,257,8,31.5,Black,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
751,Odisha,215,5,31.5,Alluvial,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
752,Odisha,215,5,31.5,Sandy,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
753,Odisha,215,5,31.5,Black,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
754,Uttar Pradesh,134.65,6,31.5,Alluvial,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
755,Uttar Pradesh,134.65,6,31.5,Sandy,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
756,Uttar Pradesh,134.65,6,31.5,Black,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
757,Uttarakhand,164.5,7.5,31.5,Alluvial,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
758,Uttarakhand,164.5,7.5,31.5,Sandy,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
759,Uttarakhand,164.5,7.5,31.5,Black,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
760,Kerela,315.7,20,27,Latterite,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
761,Kerela,315.7,20,27,Alluvial,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
762,Kerela,315.7,20,27,Sandy,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
763,Manipur,148.8,4,27,Latterite,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
764,Manipur,148.8,4,27,Alluvial,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
765,Manipur,148.8,4,27,Sandy,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
766,Odisha,215,5,27,Latterite,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
767,Odisha,215,5,27,Alluvial,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
768,Odisha,215,5,27,Sandy,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
769,Sikkim,299.5,50,27,Latterite,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
770,Sikkim,299.5,50,27,Alluvial,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
771,Sikkim,299.5,50,27,Sandy,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
772,Uttar Pradesh,134.65,6,27,Latterite,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
773,Uttar Pradesh,134.65,6,27,Alluvial,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
774,Uttar Pradesh,134.65,6,27,Sandy,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
775,Andaman and Nicobar Island,277,3.5,27,Latterite,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
776,Andaman and Nicobar Island,277,3.5,27,Alluvial,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
777,Andaman and Nicobar Island,277,3.5,27,Sandy,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
778,Chandigarh,105.5,28,27,Latterite,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
779,Chandigarh,105.5,28,27,Alluvial,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
780,Chandigarh,105.5,28,27,Sandy,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
781,Delhi,90,6.7,27,Latterite,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
782,Delhi,90,6.7,27,Alluvial,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
783,Delhi,90,6.7,27,Sandy,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
784,Madhya Pradesh,235.5,22,23,Black,Kharif,Castor Seed,"Phosphorus,Calcium,Sulfur",,,12kg,7.0-10,Moderate,Oil palm seeds
785,Madhya Pradesh,235.5,22,23,Alluvial,Kharif,Castor Seed,"Phosphorus,Calcium,Sulfur",,,12kg,7.0-10,Moderate,Oil palm seeds
786,Punjab,60,8.9,23,Black,Kharif,Castor Seed,"Phosphorus,Calcium,Sulfur",,,12kg,7.0-10,Moderate,Oil palm seeds
787,Punjab,60,8.9,23,Alluvial,Kharif,Castor Seed,"Phosphorus,Calcium,Sulfur",,,12kg,7.0-10,Moderate,Oil palm seeds
788,Telangana,87.5,8,23,Black,Kharif,Castor Seed,"Phosphorus,Calcium,Sulfur",,,12kg,7.0-10,Moderate,Oil palm seeds
789,Telangana,87.5,8,23,Alluvial,Kharif,Castor Seed,"Phosphorus,Calcium,Sulfur",,,12kg,7.0-10,Moderate,Oil palm seeds
790,Madhya Pradesh,235.5,22,28,Black,rabi,Sesame,NPK,,,5kg,40-45,Low,Sunflower. Groundnut
791,Maharashtra,246,3.2,28,Black,rabi,Sesame,NPK,,,5kg,40-45,Low,Sunflower. Groundnut
792,Punjab,60,8.9,28,Black,rabi,Sesame,NPK,,,5kg,40-45,Low,Sunflower. Groundnut
793,Telangana,87.5,8,28,Black,rabi,Sesame,NPK,,,5kg,40-45,Low,Sunflower. Groundnut
794,Madhya Pradesh,235.5,22,27.5,Alluvial,Kharif,Sugarcane Karan 6 (Co 0239),Nitrogen,24538,893130.4967,40qq,300-450,High,"Maize, Potato"
795,Madhya Pradesh,235.5,22,27.5,Black,Kharif,Sugarcane Karan 6 (Co 0239),Nitrogen,24538,893130.4967,40qq,300-450,High,"Maize, Potato"
796,Punjab,60,8.9,27.5,Alluvial,Kharif,Sugarcane Karan 6 (Co 0239),Nitrogen,24538,893130.4967,40qq,300-450,High,"Maize, Potato"
797,Punjab,60,8.9,27.5,Black,Kharif,Sugarcane Karan 6 (Co 0239),Nitrogen,24538,893130.4967,40qq,300-450,High,"Maize, Potato"
798,Tripura,238.5,6.7,27.5,Alluvial,Kharif,Sugarcane Karan 6 (Co 0239),Nitrogen,24538,893130.4967,40qq,300-450,High,"Maize, Potato"
799,Tripura,238.5,6.7,27.5,Black,Kharif,Sugarcane Karan 6 (Co 0239),Nitrogen,24538,893130.4967,40qq,300-450,High,"Maize, Potato"
800,Maharashtra,246,3.2,27.5,Clayey,rabi,Peas,NPK,,,35kg,50-100,Low,Barley
801,Maharashtra,246,3.2,27.5,Black,rabi,Peas,NPK,,,35kg,50-100,Low,Barley
802,Maharashtra,246,3.2,27.5,Alluvial,rabi,Peas,NPK,,,35kg,50-100,Low,Barley
803,Maharashtra,246,3.2,33.5,Clayey,Kharif,Paddy RC Maniphou 11 (IET 20193),"Potassium,Urea",22810,63851.8391,25kg,105-127,High,"Gram, Groundnut"
804,Maharashtra,246,3.2,33.5,Alluvial,Kharif,Paddy RC Maniphou 11 (IET 20193),"Potassium,Urea",22810,63851.8391,25kg,105-127,High,"Gram, Groundnut"
805,Chandigarh,105.5,28,33.5,Clayey,Kharif,Paddy RC Maniphou 11 (IET 20193),"Potassium,Urea",22810,63851.8391,25kg,105-127,High,"Gram, Groundnut"
806,Chandigarh,105.5,28,33.5,Alluvial,Kharif,Paddy RC Maniphou 11 (IET 20193),"Potassium,Urea",22810,63851.8391,25kg,105-127,High,"Gram, Groundnut"
807,Mizoram,257,8,31,Sandy,Kharif,Cowpea,NPK,,,25kg,45-90,Low,Maize
808,Mizoram,257,8,31,Black,Kharif,Cowpea,NPK,,,25kg,45-90,Low,Maize
809,Odisha,215,5,31,Clayey,Kharif,Cowpea,NPK,,,25kg,45-90,Low,Maize
810,Punjab,60,8.9,31,Clayey,Kharif,Cowpea,NPK,,,25kg,45-90,Low,Maize
811,Odisha,215,5,22,Alluvial,Kharif,Maize MCH 36 (Hybrid) (DKC 9099),Nitrogen,16000,31369.83628,,95-102,Moderate,"Beans, Weeds"
812,Odisha,215,5,22,Black,Kharif,Maize MCH 36 (Hybrid) (DKC 9099),Nitrogen,16000,31369.83628,,95-102,Moderate,"Beans, Weeds"
813,Rajasthan,48.8,32,25,Alluvial,rabi,Pulses,"Phosphorus,Calcium,Sulfur,Molybdenum",,,60kg,95-102,High,Miaze
814,Pudducherry,137.5,12.3,25,Alluvial,rabi,Pulses,"Phosphorus,Calcium,Sulfur,Molybdenum",,,60kg,95-102,High,Miaze
815,Rajasthan,48.8,32,28.5,Alluvial,Kharif,Sugarcane Co-0218,Nitrogen,24538,893130.4967,40qq,"300-452",High,"Maize, Potato"
816,Rajasthan,48.8,32,28.5,Black,Kharif,Sugarcane Co-0218,Nitrogen,24538,893130.4967,40qq,"300-452",High,"Maize, Potato"
817,Uttar Pradesh,134.65,6,28.5,Alluvial,Kharif,Sugarcane Co-0218,Nitrogen,24538,893130.4967,40qq,"300-452",High,"Maize, Potato"
818,Uttar Pradesh,134.65,6,28.5,Black,Kharif,Sugarcane Co-0218,Nitrogen,24538,893130.4967,40qq,"300-452",High,"Maize, Potato"
819,Uttar Pradesh,134.65,6,-8.5,Alluvial,rabi,Wheat PDW 314,"Phosphorus,Nitrogen",17714,50166.54,112kg,60-152,Hgh,"Horse Gram, Black Gram, Mustard"
820,Uttarakhand,164.5,7.5,37.5,Black,winter,Sweet potato,NPK(low),,,37kg,120-125,Low,"Legumes, Chickpea"
821,Pudducherry,137.5,12.3,23.5,Alluvial,Kharif,Cotton VBCH 2231,NPK,28286,"63,000",3kg,,High,"Lentil, Gram, pea"
